facebook_corpus_msr_337199,"Upper wala Yaa Mathi "" pathar kuu Mathh Puchoo Bolraa . Khulay Lafzou mai . Uss khudaa ki Shaan hee kuch Alag hai.",NAG
facebook_corpus_msr_452739,Pehle ladka roya ab ladki . Itta dukh kyu he bika ka inko,NAG
facebook_corpus_msr_442474,"hdfc bank mai gundaa gardi ye log employee se mis behav krke apna business karwaate hai tabhi aaj hdfc bank sabse top pr hai Delhi ITO Express Building mai hui 4 emploees k sath gundaaagardi aur unse liyaa gyaa force krke resign sankalp shukla (Sankalp.shukla@hdfcbank.com) khushboo nebhnani (Khushboo.nebhnani@hdfcbank.com) ye dono nai liyaa resign khushboo off k din office open karwaakar attandence register pr fluid lagaati hai taaki kisi ko pataa na lagay agar HR ko complaint karte hai smily mehra and kasmira patel (smily.mehra@hdfcbank.com, kashmira.patil@hdfcbank.com) jo HBL KI hr hai unko mail karte hai to kuch clarification yaa puchnaa jarurui nai samajte ki employee ki galti hai ya nai bus jo hamare mentor nai employee ke against mail krdi wo ok hai totally gundaagardi hai hffc bank mai",CAG
facebook_corpus_msr_1305225,नोकरी करते है ओर..... (part time job करके) पैसा कमाना चाहते है तो .......आइये DIGITAL INDIA से जुड़िये.....और घर बैठे लाखो कमाये.......और दूसरे को भी कमाने का मौका दीजिए...कोई इनवेस्टमेन्ट नहीं है......आईये बेरोजगारी को भारत से उखाड़ फेकने मे हमारी मदद कीजिये.......JOIN होने के लिए आप 1⃣ सबसे पहले अपने फ़ोन के play store में जाओ | 2⃣ वहाँ पर Champcash लिखो और उस apps को अपने मोबाइल में install कर लो ! 3⃣ अब apps पर click करो और sign up with champ cash परclick करके अपनी डिटेल्स भर दो. 4⃣ अब आपसे sponsor id पूछेगा वहाँ पर 1238042 डाल दो और अपनी id बना लो ! Ab apke samne ek chalange ayega dosto isko acspt & complet karna jaruri h. ***Install karte hi 1$=66rs milega Jis se aap shopping/Recharge/ bank se redeem kar sakte ho,NAG
facebook_corpus_msr_2241594,दुर्योधन और राहुल गांधी - दोनों ही अयोग्य होने पर भी सिर्फ राजपरिवार में पैदा होने के कारन शासन पर अपना अधिकार समझते हैं। भीष्म और आडवाणी - कभी भी सत्तारूढ़ नही हो सके फिर भी सबसे ज्यादा सम्मान मिला। उसके बाद भी जीवन के अंतिम पड़ाव पे सबसे ज्यादा असहाय दिखते हैं। अर्जुन और नरेंद्र मोदी- दोनों योग्यता से धर्मं के मार्ग पर चलते हुए शीर्ष पर पहुचे जहाँ उनको एहसास हुआ की धर्म का पालन कर पाना कितना कठिन होता है। कर्ण और मनमोहन सिंह - बुद्धिमान और योग्य होते हुए भी अधर्म का पक्ष लेने के कारण जीवन में वांछित सफलता न पा सके। जयद्रथ और केजरीवाल- दोनों अति महत्वाकांक्षी एक ने अर्जुन का विरोध किया दूसरे ने मोदी का। हालांकि इनको राज्य तो प्राप्त हुआ लेकिन घटिया राजनीतिक सोच के कारण बाद में इनकी बुराई ही हुयी। शकुनि और दिग्विजय- दोनों ही अपने स्वार्थ के लिए अयोग्य मालिको की जीवनभर चाटुकारिता करते रहे। धृतराष्ट्र और सोनिया - अपने पुत्र प्रेम में अंधे है। श्रीकृष्ण और कलाम- भारत में दोनों को बहुत सम्मान दिया जाता है परन्तु न उनकी शिक्षाओं को कोई मानता है और न उनके बताये रास्ते का अनुसरण करता है। --यह है भारत और महाभारत,NAG
facebook_corpus_msr_367405,"sabhi shahid pulis or bank guard ko manpurvak bhavpurn shradhhanjali..ye modi pheku hai is ke hath se kuch nhi hoga.har roj army,pulis marati rahegi but yen ko kuch bhi phikr nhi,,isaliye bharatiy janta sudhar jao...modi ke andphakt mat bno..",OAG
facebook_corpus_msr_337038,तुम लोग सालों अपनों में लड़ोगे तो जनता का क्या काम करोगे तुम लोग साले आपस में ही मर जाते हैं जनता के पीछे का भी लड़े हो कोई जनता के विषय बात की हो तुम लोग साले आपस में ही मर रहे हो वैसे आम आदमी पार्टी हमारी बड़ी गांड में घुस गई हमारी पार्टी इतना अच्छा नाम था उतना खराब काम है तुम लोग का,OAG
facebook_corpus_msr_1381066,"अरुण जेटली के फेसबुक पोस्ट के जवाब में दिग्विजय ने ट्विटर के जरिए साधा निशाना....
http://khabar.ndtv.com/news/india/digvijay-takes-on-jaitley-on-issues-related-to-gst-bill-1203230
#JaitleyDigvijay",CAG
facebook_corpus_msr_404062,Dunia ka yo pta nai .Tum logo ko ache tarha pta ha..tum logo ko hafiz saeed ka b khob pta ha...Chakrovorty Prosen,CAG
facebook_corpus_msr_300397,"City me media hai 
Choti jagah pr sab bhrast hai",OAG
